samples
"Y pa mejor, una noche [SEP]  ¡qué estaquiada me pegaron! [SEP]  Casi me descoyuntaron [SEP]  por motivo de una gresca: [SEP]  ¡ahijuna, si me estiraron [SEP]  lo mesmo que guasca fresca! "
"Jamás me puedo olvidar [SEP]  lo que esa vez me pasó; [SEP]  dentrando una noche yo [SEP]  al fortín, un enganchao, [SEP]  que estaba medio mamao, [SEP]  allí me desconoció. "
"Era un gringo tan bozal, [SEP]  que nada se le entendía, [SEP]  ¡quién sabe de ande sería! [SEP]  Tal vez no juera cristiano, [SEP]  pues lo único que decía [SEP]  es que era papolitano. "
"Estaba de centinela [SEP]  y por causa del peludo [SEP]  verme más claro no pudo, [SEP]  y esa jue la culpa toda: [SEP]  el bruto se asustó al ñudo [SEP]  y fi el pavo de la boda. "
"Cuando me vido acercar: [SEP]  quién vivore-? Preguntó; [SEP]  ¿qué víboras?, Dije yo. [SEP]  ¡Ha garto!, Me pegó el grito, [SEP]  y yo dije despacito: [SEP]  ¡más lagarto serás vos! "
"Ahi no más, ¡cristo me valga!, [SEP]  Rastrillar el jusil siento: [SEP]  me agaché, y en el momento [SEP]  el bruto me largó un chumbo; [SEP]  mamao, me tiró sin rumbo, [SEP]  que si no, no cuento el cuento. "
"Por de contao, con el tiro [SEP]  se alborotó el avispero; [SEP]  los oficiales salieron [SEP]  y se empezó la junción; [SEP]  quedó en su puesto el nación, [SEP]  y yo fi al estaquiadero. "
"Entre cuatro bayonetas [SEP]  me tendieron en el suelo; [SEP]  vino el mayor medio en pedo [SEP]  y allí se puso a gritar: [SEP]  ¡pícaro, te he de enseñar [SEP]  andar reclamando sueldos! "
"De las manos y las patas [SEP]  me ataron cuatro cinchones; [SEP]  les aguanté los tirones [SEP]  sin que ni un ¡ay! Se me oyera, [SEP]  y al gringo la noche entera [SEP]  lo harté con mis maldiciones. "
Yo no sé porqué el gobierno [SEP]  nos manda aquí a la frontera [SEP]  gringada que ni siquiera [SEP]  se sabe atracar a un pingo. [SEP]  ¡Si creerá al mandar un gringo [SEP]  que nos manda alguna fiera! 
"No hacen más que dar trabajo, [SEP]  pues no saben ni ensillar; [SEP]  no sirven ni pa carniar: [SEP]  y yo he visto muchas veces [SEP]  que ni voltiadas las reses [SEP]  se les querían arrimar. "
"Y lo pasan sus mercedes [SEP]  lengüetiando pico a pico [SEP]  hasta que viene un milico [SEP]  a servirles al asao- [SEP]  y eso sí, en lo delicaos, [SEP]  parecen hijos de rico. "
"Si hay calor, ya no son gente; [SEP]  si yela, todos tiritan; [SEP]  si usté no les da, no pitan [SEP]  por no gastar en tabaco, [SEP]  y cuando pescan un naco [SEP]  uno al otro se lo quitan. "
"Cuando llueve se acoquinan [SEP]  como perro que oye truenos. [SEP]  ¡Que diablos!, Sólo son güenos [SEP]  pa vivir entre maricas, [SEP]  y nunca se andan con chicas [SEP]  para alzar ponchos ajenos. "
"Pa vichar son como ciegos; [SEP]  no hay ejemplo de que entiendan, [SEP]  ni hay uno solo que aprienda, [SEP]  al ver un bulto que cruza, [SEP]  a saber si es avestruza, [SEP]  o si es jinete, o hacienda. "
"Si salen a perseguir [SEP]  después de mucho aparato, [SEP]  tuitos se pelan al rato [SEP]  y va quedando el tendal: [SEP]  esto es como en un nidal [SEP]  echarle güevos a un gato. "
"vamos dentrando recién [SEP]  a la parte mas sentida, [SEP]  aunque es todita mi vida [SEP]  de males una cadena: [SEP]  a cada alma dolorida [SEP]  le gusta cantar sus penas. "
"Se empezó en aquel entonces [SEP]  a rejuntar caballada, [SEP]  y riunir la milicada [SEP]  teniéndola en el cantón, [SEP]  para una despedición [SEP]  a sorprender a la indiada. "
Nos anunciaban que iríamos [SEP]  sin carretas ni bagajes [SEP]  a golpiar a los salvajes [SEP]  en sus mesmas tolderías; [SEP]  que a la güelta pagarían [SEP]  licenciándolo al gauchaje; 
"que en esta despedición [SEP]  tuviéramos la esperanza; [SEP]  que iba a venir sin tardanza, [SEP]  según el jefe contó, [SEP]  un menistro o qué sé yo- [SEP]  que le llamaban don ganza; "
"que iba a riunir el ejército [SEP]  y tuitos los batallones, [SEP]  y que traiba unos cañones [SEP]  con más rayas que un cotín; [SEP]  ¡pucha!- Las conversaciones [SEP]  por allá no tenían fin. "
"Pero esas trampas no enriedan [SEP]  a los zorros de mi laya; [SEP]  que esa ganza venga o vaya, [SEP]  poco le importa a un matrero. [SEP]  Yo también dejé las rayas- [SEP]  en los libros del pulpero. "
"Nunca juí gaucho dormido; [SEP]  siempre pronto, siempre listo, [SEP]  yo soy un hombre, ¡qué cristo!, [SEP]  Que nada me ha acobardao, [SEP]  y siempre salí parao [SEP]  en los trances que me he visto. "
"Dende chiquito gané [SEP]  la vida con mi trabajo, [SEP]  y aunque siempre estuve abajo [SEP]  y no sé lo que es subir [SEP]  también el mucho sufrir [SEP]  suele cansarnos, ¡barajo! "
En medio de mi inorancia [SEP]  conozco que nada valgo: [SEP]  soy la liebre o soy el galgo [SEP]  asigún los tiempos andan; [SEP]  pero también los que mandan [SEP]  debieran cuidarnos algo. 
"Una noche que riunidos [SEP]  estaban en la carpeta [SEP]  empinando una limeta [SEP]  el jefe y el juez de paz, [SEP]  yo no quise aguardar más, [SEP]  y me hice humo en un sotreta. "
"Me parece el campo orégano [SEP]  dende que libre me veo; [SEP]  donde me lleva el deseo [SEP]  allí mis pasos dirijo, [SEP]  y hasta en las sombras de fijo [SEP]  que donde quiera rumbeo. "
"Entro y salgo del peligro [SEP]  sin que me espante el estrago, [SEP]  no aflojo al primer amago [SEP]  ni jamás fi gaucho lerdo: [SEP]  soy pa rumbiar como el cerdo, [SEP]  y pronto caí a mi pago. "
"Volvía al cabo de tres años [SEP]  de tanto sufrir al ñudo [SEP]  resertor, pobre y desnudo, [SEP]  a procurar suerte nueva; [SEP]  y lo mesmo que el peludo [SEP]  enderecé pa mi cueva. "
No hallé ni rastro del rancho: [SEP]  ¡sólo estaba la tapera! [SEP]  ¡Por cristo si aquello era [SEP]  pa enlutar el corazón! [SEP]  ¡Yo juré en esa ocasión [SEP]  ser mas malo que una fiera! 
"¡Quién no sentirá lo mesmo [SEP]  cuando ansí padece tanto! [SEP]  Puedo asigurar que el llanto [SEP]  como una mujer largué: [SEP]  ¡ay, mi Dios: si me quedé [SEP]  más triste que jueves santo! "
"Sólo se oíban los aullidos [SEP]  de un gato que se salvó; [SEP]  el pobre se guareció [SEP]  cerca, en una vizcachera: [SEP]  venía como si supiera [SEP]  que estaba de güelta yo. "
"Al dirme dejé la hacienda [SEP]  que era todito mi haber; [SEP]  pronto debíamos volver, [SEP]  sigún el juez prometía, [SEP]  y hasta entonces cuidaría [SEP]  de los bienes, la mujer. "
"Después me contó un vecino [SEP]  que el campo se lo pidieron; [SEP]  la hacienda se la vendieron [SEP]  pa pagar arrendamientos, [SEP]  y qué sé yo cuantos cuentos; [SEP]  pero todo lo fundieron, "
"los pobrecitos muchachos, [SEP]  entre tantas afliciones, [SEP]  se conchabaron de piones; [SEP]  ¡mas qué iban a trabajar, [SEP]  si eran como los pichones [SEP]  sin acabar de emplumar! "
Por ahi andarán sufriendo [SEP]  de nuestra suerte el rigor: [SEP]  me han contao que el mayor [SEP]  nunca dejaba a su hermano; [SEP]  puede ser que algún cristiano [SEP]  los recoja por favor. 
"¡Y la pobre mi mujer, [SEP]  Dios sabe cuánto sufrió! [SEP]  Me dicen que se voló [SEP]  con no sé qué gavilán: [SEP]  sin duda a buscar el pan [SEP]  que no podía darle yo. "
No es raro que a uno le falte [SEP]  lo que a algún otro le sobre [SEP]  si no le quedó ni un cobre [SEP]  sino de hijos un enjambre. [SEP]  Que más iba a hacer la pobre [SEP]  para no morirse de hambre? 
"¡Tal vez no te vuelva a ver, [SEP]  prienda de mi corazón! [SEP]  Dios te dé su proteción [SEP]  ya que no me la dio a mí, [SEP]  y a mis hijos dende aquí [SEP]  les echo mi bendición. "
"Como hijitos de la cuna [SEP]  andarán por ahi sin madre; [SEP]  ya se quedaron sin padre, [SEP]  y ansí la suerte los deja [SEP]  sin naides que los proteja [SEP]  y sin perro que les ladre. "
"Los pobrecitos tal vez [SEP]  no tengan ande abrigarse, [SEP]  ni ramada ande ganarse, [SEP]  ni rincón ande meterse, [SEP]  ni camisa que ponerse, [SEP]  ni poncho con que taparse. "
"Tal vez los verán sufrir [SEP]  sin tenerles compasión; [SEP]  puede que alguna ocasión, [SEP]  aunque los vean tiritando, [SEP]  los echen de algún jogón [SEP]  pa que no estén estorbando. "
"Y al verse ansina espantaos [SEP]  como se espanta a los perros, [SEP]  irán los hijos de Fierro, [SEP]  con la cola entre las piernas, [SEP]  a buscar almas más tiernas [SEP]  o esconderse en algún cerro. "
"Mas también en este juego [SEP]  voy a pedir mi bolada; [SEP]  a naides le debo nada, [SEP]  ni pido cuartel ni doy: [SEP]  y ninguno dende hoy [SEP]  ha de llevarme en la armada. "
"Yo he sido manso primero, [SEP]  y seré gaucho matrero; [SEP]  en mi triste circunstancia, [SEP]  aunque es mi mal tan projundo, [SEP]  nací y me he criado en estancia. [SEP]  Pero ya conozco el mundo. "
"Ya les conozco sus mañas, [SEP]  le conozco sus cucañas; [SEP]  sé como hacen la partida, [SEP]  la enriedan y la manejan; [SEP]  deshaceré la madeja [SEP]  aunque me cueste la vida. "
Y aguante el que no se anime [SEP]  a meterse en tanto engorro [SEP]  o si no aprétese el gorro [SEP]  y para otra tierra emigre; [SEP]  pero yo ando como el tigre [SEP]  que le roban los cachorros. 
"Aunque muchos creen que el gaucho [SEP]  tiene alma de reyuno, [SEP]  no se encontrará a ninguno [SEP]  que no le dueblen las penas; [SEP]  mas no debe aflojar uno [SEP]  mientras hay sangre en las venas "
De carta de más me vía [SEP]  sin saber a donde dirme; [SEP]  mas dijeron que era vago [SEP]  y entraron a perseguirme. 
"Nunca se achican los males, [SEP]  van poco a poco creciendo, [SEP]  y ansina me vide pronto [SEP]  obligado a andar juyendo. "
"No tenía mujer ni rancho [SEP]  y a más, era resertor; [SEP]  no tenía una prenda güena [SEP]  ni un peso en el tirador "
"a mis hijos infelices [SEP]  pensé volverlos a hallar, [SEP]  y andaba de un lao al otro [SEP]  sin tener ni qué pitar. "
"Supe una vez por desgracia [SEP]  que había un baile por allí, [SEP]  y medio desesperao [SEP]  a ver la milonga fui. "
"Riunidos al pericón [SEP]  tantos amigos hallé, [SEP]  que alegre de verme entre ellos [SEP]  esa noche me apedé. "
"Como nunca, en la ocasión [SEP]  por peliar me dio la tranca. [SEP]  Y la emprendí con un negro [SEP]  que trujo una negra en ancas. "
"Al ver llegar la morena, [SEP]  que no hacía caso de naides, [SEP]  le dije con la mamúa: [SEP]  va-ca-yendo gente al baile. "
"La negra entendió la cosa [SEP]  y no tardó en contestarme, [SEP]  mirándome como a un perro: [SEP]  más vaca será su madre. "
"Y dentró al baile muy tiesa [SEP]  con más cola que una zorra, [SEP]  haciendo blanquiar los dientes [SEP]  lo mesmo que mazamorra. "
!Negra linda!- Dije yo. [SEP]  Me gusta- pa la carona; [SEP]  y me puse a champurriar [SEP]  esta coplita fregona: 
"a los blancos hizo Dios, [SEP]  a los mulatos san pedro, [SEP]  a los negros hizo el diablo [SEP]  para tizón del infierno. "
Había estao juntando rabia [SEP]  el moreno dende ajuera; [SEP]  en lo escuro le brillaban [SEP]  los ojos como linterna. 
"Lo conocí retobao, [SEP]  me acerqué y le dije presto: [SEP]  po-r-rudo que un hombre sea [SEP]  nunca se enoja por esto. "
"Corcovió el de los tamangos [SEP]  y creyéndose muy fijo: [SEP]  ¡más porrudo serás vos, [SEP]  gaucho rotoso!, Me dijo. "
"Y ya se me vino al humo [SEP]  como a buscarme la hebra, [SEP]  y un golpe le acomodé [SEP]  con el porrón de ginebra. "
"Ahi nomás pegó el de hollín [SEP]  mas gruñidos que un chanchito, [SEP]  y pelando el envenao [SEP]  me atropelló dando gritos. "
"Pegué un brinco y abrí cancha [SEP]  diciéndoles: caballeros, [SEP]  dejen venir ese toro. [SEP]  Solo nací- solo muero. "
"El negro, después del golpe, [SEP]  se había el poncho refalao [SEP]  y dijo: vas a saber [SEP]  si es solo o acompañado. "
"Y mientras se arremangó, [SEP]  yo me saqué las espuelas, [SEP]  pues malicié que aquel tío [SEP]  no era de arriar con las riendas. "
No hay cosa como el peligro [SEP]  pa refrescar un mamao; [SEP]  hasta la vista se aclara [SEP]  por mucho que haiga chupao. 
El negro me atropelló [SEP]  como a quererme comer; [SEP]  me hizo dos tiros seguidos [SEP]  y los dos le abarajé. 
"Yo tenía un facón con s, [SEP]  que era de lima de acero; [SEP]  le hice un tiro, lo quitó [SEP]  y vino ciego el moreno; "
"y en el medio de las aspas [SEP]  un planazo le asenté, [SEP]  que lo largué culebriando [SEP]  lo mesmo que buscapié. "
"Le coloriaron las motas [SEP]  con la sangre de la herida, [SEP]  y volvió a venir jurioso [SEP]  como una tigra parida. "
"Y ya me hizo relumbrar [SEP]  por los ojos el cuchillo, [SEP]  alcanzando con la punta [SEP]  a cortarme en un carrillo. "
"Me hirvió la sangre en las venas [SEP]  y me le afirmé al moreno, [SEP]  dándole de punta y hacha [SEP]  pa dejar un diablo menos. "
"Por fin en una topada [SEP]  en el cuchillo lo alcé, [SEP]  y como un saco de güesos [SEP]  contra un cerco lo largué. "
Tiró unas cuantas patadas [SEP]  y ya cantó pal carnero: [SEP]  nunca me puedo olvidar [SEP]  de la agonía de aquel negro. 
"En esto la negra vino [SEP]  con los ojos como ají [SEP]  y empezó la pobre allí [SEP]  a bramar como una loba. [SEP]  Yo quise darle una soba [SEP]  a ver si la hacía callar, [SEP]  mas pude reflesionar [SEP]  que era malo en aquel punto, [SEP]  y por respeto al dijunto [SEP]  no la quise castigar. "
"Limpié el facón en los pastos, [SEP]  desaté mi redomón, [SEP]  monté despacio y salí [SEP]  al tranco pa el cañadón. "
"Después supe que al finao [SEP]  ni siquiera lo velaron, [SEP]  y retobao en un cuero, [SEP]  sin rezarle lo enterraron. "
"Y dicen que dende entonces, [SEP]  cuando es la noche serena [SEP]  suele verse una luz mala [SEP]  como de alma que anda en pena. "
"Yo tengo intención a veces, [SEP]  para que no pene tanto, [SEP]  de sacar de allí los güesos [SEP]  y echarlos al camposanto. "
"otra vez en un boliche [SEP]  estaba haciendo la tarde; [SEP]  cayó un gaucho que hacia alarde [SEP]  de guapo y peliador; [SEP]  a la llegada metió [SEP]  el pingo hasta la ramada, [SEP]  y yo sin decirle nada [SEP]  me quedé en el mostrador. "
"Era un terne de aquel pago [SEP]  que naides lo reprendía, [SEP]  que sus enriedos tenía [SEP]  con el señor comendante; [SEP]  y como era protegido, [SEP]  andaba muy entonao, [SEP]  y a cualquier desgraciao [SEP]  lo llevaba por delante. "
"¡Ah pobre! Si él mismo creiba [SEP]  que la vida le sobraba; [SEP]  ninguno diría que andaba [SEP]  aguaitándolo la muerte. [SEP]  Pero ansí pasa en el mundo, [SEP]  es ansí la triste vida: [SEP]  pa todos está escondida [SEP]  la güena o la mala suerte. "
"Se tiró al suelo; al dentrar [SEP]  le dio un empellón a un vasco, [SEP]  y me alargó un medio frasco [SEP]  diciendo: beba cuñao. [SEP]  Por su hermana, contesté. [SEP]  Que por la mía no hay cuidao. "
"¡Ah, gaucho!, Me respondió; [SEP]  ¿de que pago será crioyo? [SEP]  ¿Lo andará buscando el hoyo? [SEP]  Deberá tener güen cuero; [SEP]  pero ande bala este toro [SEP]  no bala ningún ternero. "
"Y ya salimos trenzaos [SEP]  porque el hombre no era lerdo, [SEP]  mas como el tino no pierdo, [SEP]  y soy medio ligerón, [SEP]  le dejé mostrando el sebo [SEP]  de un revés con el facón. "
"Y como con la justicia [SEP]  no andaba bien por allí, [SEP]  cuanto pataliar lo vi, [SEP]  y el pulpero pegó el grito, [SEP]  ya pa el palenque salí [SEP]  como haciéndome chiquito. "
"Monté y me encomendé a Dios, [SEP]  rumbiando para otro pago, [SEP]  que el gaucho que llaman vago [SEP]  no puede tener querencia, [SEP]  y ansí de estrago en estrago [SEP]  vive llorando la ausencia. "
"éL andaba siempre juyendo, [SEP]  siempre pobre y perseguido, [SEP]  no tiene cueva ni nido [SEP]  como si juera maldito; [SEP]  porque el ser gaucho- ¡barajo!, [SEP]  El ser gaucho es un delito. "
"Es como el patrio de posta; [SEP]  lo larga éste, aquél lo toma, [SEP]  nunca se acaba la broma; [SEP]  dende chico se parece [SEP]  al arbolito que crece [SEP]  desamparao en la loma. "
"Le echan la agua del bautismo [SEP]  aquél que nació en la selva; [SEP]  busca madre que te envuelva, [SEP]  le dice el fraire y lo larga. [SEP]  Y dentra a cruzar el mundo [SEP]  como burro con la carga. "
"Y se cría viviendo al viento [SEP]  como oveja sin trasquila; [SEP]  mientras su padre en las filas [SEP]  anda sirviendo al gobierno, [SEP]  aunque tirite en invierno, [SEP]  naides lo ampara ni asila. "
"Le llaman gaucho mamao [SEP]  si lo pillan divertido, [SEP]  y que es mal entretenido [SEP]  si en un baile lo sorprienden; [SEP]  hace mal si se defiende [SEP]  y si no, se ve- fundido. "
"No tiene hijos ni mujer, [SEP]  ni amigos ni protetores, [SEP]  pues todos son sus señores [SEP]  sin que ninguno lo ampare: [SEP]  tiene la suerte del güey, [SEP]  y ¿donde irá el güey que no are? "
"Su casa es el pajonal, [SEP]  su guarida es el desierto; [SEP]  y si de hambre medio muerto [SEP]  le echa el lazo a algún mamón, [SEP]  lo persiguen como a plaito, [SEP]  porque es un gaucho ladrón. "
"Y si de un golpe por ahi [SEP]  lo dan güelta panza arriba, [SEP]  no hay un alma compasiva [SEP]  que le rece una oración; [SEP]  tal vez como cimarrón [SEP]  en una cueva lo tiran. "
"Él nada gana en la paz [SEP]  y es el primero en la guerra; [SEP]  no le perdonan si yerra, [SEP]  que no saben perdonar, [SEP]  porque el gaucho en esta tierra [SEP]  sólo sirve pa votar. "
"Para el son los calabozos, [SEP]  para el las duras prisiones, [SEP]  en su boca no hay razones [SEP]  aunque la razón le sobre; [SEP]  que son campanas de palo [SEP]  las razones de los pobres. "
"Si uno aguanta, es gaucho bruto; [SEP]  si no aguanta es gaucho malo. [SEP]  ¡Dele azote, dele palo, [SEP]  porque es lo que él necesita! [SEP]  De todo el que nació gaucho [SEP]  ésta es la suerte maldita. "
"Vamos suerte, vamos juntos [SEP]  dende que juntos nacimos; [SEP]  y ya que juntos vivimos [SEP]  sin podernos dividir- [SEP]  yo abriré con mi cuchillo [SEP]  el camino pa seguir "
"matreriando lo pasaba [SEP]  ya a las casas no venía; [SEP]  solía arrimarme de día, [SEP]  mas, lo mesmos que el carancho, [SEP]  siempre estaba sobre el rancho [SEP]  espiando a la polecía. "
"Viva el gaucho que ande mal, [SEP]  como zorro perseguido, [SEP]  hasta que al menor descuido [SEP]  se lo atarasquen los perros, [SEP]  pues nunca le falta un yerro [SEP]  al hombre más alvertido. "
"Y en esa hora de la tarde [SEP]  en que tuito se adormece, [SEP]  que el mundo dentrar parece [SEP]  a vivir en pura calma, [SEP]  con las tristezas del alma [SEP]  al pajonal enderiece. "
"Bala el tierno corderito [SEP]  al lao de la blanca oveja, [SEP]  y a la vaca que se aleja [SEP]  llama el ternero amarrao; [SEP]  pero el gaucho desgraciao [SEP]  no tiene a quien dar su oveja. "
"Ansí es que al venir la noche [SEP]  iba a buscar mi guarida, [SEP]  pues ande el tigre se anida [SEP]  también el hombre lo pasa, [SEP]  y no quería que en las casas [SEP]  me rodiara la partida. "
"Pues aun cuando vengan ellos [SEP]  cumpliendo con su deberes, [SEP]  yo tengo otros pareceres, [SEP]  y en esa conduta vivo: [SEP]  que no debe un gaucho altivo [SEP]  peliar entre las mujeres. "
"Y al campo me iba solito, [SEP]  más matrero que el venao, [SEP]  como perro abandonao [SEP]  a buscar una tapera, [SEP]  o en alguna vizcachera [SEP]  pasar la noche tirao. "
"Sin punto ni rumbo fijo [SEP]  en aquella inmensidá, [SEP]  entre tanta escuridá [SEP]  anda el gaucho como duende; [SEP]  allí jamás lo sorpriende [SEP]  dormido, la autoridá. "
"Su esperanza es el coraje, [SEP]  su guardia es la precaución, [SEP]  su pingo es la salvación, [SEP]  y pasa uno en su desvelo, [SEP]  sin más amparo que el cielo [SEP]  ni otro amigo que el facón. "
"Ansí me hallaba una noche [SEP]  contemplando las estrellas, [SEP]  que le parecen más bellas [SEP]  cuanto uno es más desgraciao, [SEP]  y que Dios las haiga criao [SEP]  para consolarse en ellas. "
"Les tiene el hombre cariño [SEP]  y siempre con alegría [SEP]  ve salir las tres marías; [SEP]  que si llueve, cuanto escampa, [SEP]  las estrellas son la guía [SEP]  que el gaucho tiene en la pampa. "
"Aquí no valen dotores, [SEP]  sólo vale la esperiencia; [SEP]  aquí verían su inocencia [SEP]  ésos que todo lo saben, [SEP]  porque esto tiene otra llave [SEP]  y el gaucho tiene su cencia. "
"Es triste en medio del campo [SEP]  pasarse noches enteras [SEP]  contemplando en sus carreras [SEP]  las estrellas que Dios cría, [SEP]  sin tener más compañía [SEP]  que su delito y las fieras. "
"Me encontraba como digo, [SEP]  en aquella soledá, [SEP]  entre tanta escuridá, [SEP]  echando al viento mis quejas, [SEP]  cuando el grito del chajá [SEP]  me hizo parar las orejas. "
"Como lumbriz me pegué [SEP]  al suelo para escuchar; [SEP]  pronto sentí retumbar [SEP]  las pisadas de los fletes, [SEP]  y que eran muchos jinetes [SEP]  conocí sin vacilar. "
Cuando el hombre está en peligro [SEP]  no debe tener confianza; [SEP]  ansí tendido de panza [SEP]  puse toda mi atención [SEP]  y ya escuché sin tardanza [SEP]  como el ruido de un latón. 
"Se venían tan calladitos [SEP]  que yo me puse en cuidao; [SEP]  tal vez me hubieran bombiao [SEP]  y ya me venían a buscar; [SEP]  mas no quise disparar, [SEP]  que eso es de gaucho morao. "
"Al punto me santigüé [SEP]  y eché de giñebra un taco; [SEP]  lo mesmito que el mataco [SEP]  me arroyé con el porrón; [SEP]  si han de darme pa tabaco, [SEP]  dije, ésta es güena ocasión. "
"Me refalé las espuelas, [SEP]  para no peliar con grillos; [SEP]  me arremangué el calzoncillo, [SEP]  y me ajusté bien la faja, [SEP]  y en una mata de paja [SEP]  probé el filo del cuchillo. "
"Para tenerlo a la mano [SEP]  el flete en el pasto até, [SEP]  la cincha le acomodé, [SEP]  y, en un trance como aquél, [SEP]  haciendo espaldas en él [SEP]  quietito los aguardé. "
"Cuando cerca los sentí, [SEP]  y que ahi no más se pararon, [SEP]  los pelos se me erizaron [SEP]  y, aunque nada vían mis ojos, [SEP]  no se han de morir de antojo, [SEP]  les dije, cuando llegaron. "
"Yo quise hacerles saber [SEP]  que allí se hallaba un varón; [SEP]  les conocí la intención [SEP]  y solamente por eso [SEP]  es que les gané el tirón, [SEP]  sin aguardar voz de preso. "
"Vos sos un gaucho matrero, [SEP]  dijo uno, haciéndose el güeno. [SEP]  Vos mataste un moreno [SEP]  y otro en una pulpería, [SEP]  y aquí está la polecía [SEP]  que viene a ajustar tus cuentas; [SEP]  te va alzar por las cuarenta [SEP]  si te resistís hoy día. "
"No me vengan, contesté, [SEP]  con relación de dijuntos; [SEP]  ésos son otros asuntos; [SEP]  vean si me pueden llevar, [SEP]  que yo no me he de entregar, [SEP]  aunque vengan todos juntos. "
"Pero no aguardaron más [SEP]  y se apiaron en montón; [SEP]  como a perro cimarrón [SEP]  me rodiaron entre tantos; [SEP]  ya me encomendé a los santos, [SEP]  y eché mano a mi facón. "
"Y ya vide el fogonazo [SEP]  de un tiro de garabina, [SEP]  mas quiso la suerte indina [SEP]  de aquel maula, que me errase, [SEP]  y ahi no más lo levantase [SEP]  lo mesmo que una sardina. "
"A otro que estaba apurao [SEP]  acomodando una bola, [SEP]  le hice una dentrada sola [SEP]  y le hice sentir el Fierro, [SEP]  y ya salió como el perro [SEP]  cuando le pisan la cola. "
"Era tanta la aflición [SEP]  y la angurria que venían, [SEP]  que tuitos se me venían, [SEP]  donde yo los esperaba; [SEP]  uno al otro se estorbaba [SEP]  y con las ganas no vían. "
"Dos de ellos que traiban sables [SEP]  más garifos y resueltos, [SEP]  en las hilachas envueltos [SEP]  enfrente se me pararon, [SEP]  y a un tiempo me atropellaron [SEP]  lo mesmo que perros sueltos. "
"Me fui reculando en falso [SEP]  y el poncho adelante eché, [SEP]  y en cuanto le puso el pie [SEP]  uno medio chapetón, [SEP]  de pronto le di un tirón [SEP]  y de espaldas lo largué "
"al verse sin compañero [SEP]  el otro se sofrenó; [SEP]  entonces le dentré yo, [SEP]  sin dejarlo resollar, [SEP]  pero ya empezó a aflojar [SEP]  y a la pu-n-ta disparó. "
"Uno que en una tacuara [SEP]  había atao una tijera, [SEP]  se vino como si juera [SEP]  palenque de atar terneros, [SEP]  pero en dos tiros certeros [SEP]  salió aullando campo ajuera. "
"Por suerte en aquel momento [SEP]  venía coloriando el alba [SEP]  y yo dije: si me salva [SEP]  la virgen en este apuro, [SEP]  en adelante le juro [SEP]  ser más güeno que una malva. "
"Pegué un brinco y entre todos [SEP]  sin miedo me entreveré; [SEP]  hecho ovillo me quedé [SEP]  y ya me cargó una yunta, [SEP]  y por el suelo la punta [SEP]  de mi facón les jugué. "
"El más engolosinao [SEP]  se me apió con un hachazo; [SEP]  se lo quité con el brazo; [SEP]  de no, me mata los piojos; [SEP]  y antes de que diera un paso [SEP]  le eché tierra en los dos ojos. "
"Y mientras se sacudía [SEP]  refregándose la vista, [SEP]  yo me le fui como lista [SEP]  y ahi no más me le afirmé, [SEP]  diciéndole: Dios te asista, [SEP]  y de un revés lo voltié. "
Pero en ese punto mesmo [SEP]  sentí que por las costillas [SEP]  un sable me hacía cosquillas [SEP]  y la sangre me heló; [SEP]  dende ese momento yo [SEP]  me salí de mis casillas. 
"Di para atrás unos pasos [SEP]  hasta que pude hacer pie; [SEP]  por delante me lo eché [SEP]  de punta y tajos a un criollo; [SEP]  metió la pata en un hoyo, [SEP]  y yo al hoyo lo mandé. "
"Tal vez en el corazón [SEP]  le tocó un santo bendito [SEP]  a un gaucho, que pegó el grito [SEP]  y dijo: ¡Cruz no consiente [SEP]  que se cometa el delito [SEP]  de matar a un valiente! "
"Y ahi no más se me aparió, [SEP]  dentrándole a la partida; [SEP]  yo les hice otra embestida [SEP]  pues entre dos era robo; [SEP]  y el Cruz era como lobo [SEP]  que defiende su guarida. "
"Uno despachó al infierno [SEP]  de dos que lo atropellaron; [SEP]  los demás remoliniaron, [SEP]  pues íbamos a la fija, [SEP]  y a poco andar dispararon [SEP]  lo mesmo que sabandija. "
"Ahí quedaron largo a largo [SEP]  los que estiaron la jeta; [SEP]  otro iba como maleta, [SEP]  y Cruz de atrás les decía: [SEP]  que venga otra polecía [SEP]  a llevarlos en carreta. "
"Yo junté las osamentas, [SEP]  me hinqué y les recé un bendito, [SEP]  hice una cruz de un palito [SEP]  y pedí a mi Dios clemente [SEP]  me perdonara el delito [SEP]  de haber muerto tanta gente. "
"Dejamos amotonaos [SEP]  a los pobres que murieron; [SEP]  no sé si los recogieron, [SEP]  porque nos fuimos a un rancho, [SEP]  o si tal vez los caranchos [SEP]  ahi no más se los comieron. "
Lo agarramos mano a mano [SEP]  entre los dos al porrón: [SEP]  en semejante ocasión [SEP]  un trago a cualquiera encanta; [SEP]  y Cruz no era remolón [SEP]  ni pijotiaba garganta. 
"Calentamos los gargueros [SEP]  y nos largamos muy tiesos, [SEP]  siguiendo siempre los besos [SEP]  al pichel, y por mas señas, [SEP]  íbamos como cigüeñas [SEP]  estirando los pescuezos. "
"Yo me voy, le dije, amigo, [SEP]  donde la suerte me lleve, [SEP]  y si es que alguno se atreve, [SEP]  a ponerse en mi camino, [SEP]  yo seguiré mi destino, [SEP]  que el hombre hace lo que debe. "
